EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E04226,Andrew Moore,Operations Engineer,Engineering,Manufacturing,Male,Caucasian,47,1/2/01,"$120,628 ",0%,United States,Chicago,
E04101,Olivia Harris,Director,Sales,Speciality Products,Female,Caucasian,63,6/14/20,"$181,216 ",27%,United States,Columbus,
E01981,Genesis Banks,Analyst,Finance,Corporate,Female,Caucasian,63,3/16/12,"$46,081 ",0%,United States,Chicago,
E02534,Victoria Johnson,Sr. Manger,Accounting,Corporate,Female,Caucasian,55,5/28/04,"$159,885 ",12%,United States,Columbus,
E01238,Eloise Griffin,Director,Sales,Manufacturing,Female,Caucasian,55,10/29/95,"$153,271 ",15%,United States,Austin,
E01118,Roman Yang,Manager,Human Resources,Manufacturing,Male,Asian,42,12/12/09,"$114,242 ",8%,United States,Phoenix,
E04041,Clara Huynh,IT Coordinator,IT,Speciality Products,Female,Asian,39,11/18/20,"$48,415 ",0%,China,Shanghai,
E04308,Kai Flores,Development Engineer,Engineering,Manufacturing,Male,Latino,35,5/23/17,"$65,566 ",0%,United States,Seattle,
E01052,Jaxson Dinh,Sr. Manger,Marketing,Research & Development,Male,Asian,45,5/3/01,"$147,752 ",12%,China,Shanghai,12/26/11
E04165,Sophie Vang,Sr. Manger,Marketing,Manufacturing,Female,Asian,25,9/14/21,"$136,810 ",14%,China,Chongqing,
E02295,Axel Jordan,Analyst,Sales,Corporate,Male,Caucasian,47,2/28/13,"$54,635 ",0%,United States,Chicago,
E04546,Jade Hunter,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,42,2/5/20,"$96,636 ",0%,United States,Columbus,
E04217,Lydia Williams,System Administrator,IT,Manufacturing,Female,Black,35,10/29/14,"$91,592 ",0%,United States,Chicago,
E00650,Emery Chang,Business Partner,Human Resources,Research & Development,Female,Asian,45,8/17/00,"$55,563 ",0%,China,Chengdu,
E00344,Savannah He,Director,IT,Research & Development,Female,Asian,52,2/14/96,"$159,724 ",23%,China,Beijing,
E04645,Elias Ahmed,Vice President,Marketing,Corporate,Male,Asian,57,8/4/17,"$183,190 ",36%,United States,Chicago,
E03880,Samantha Woods,Analyst,Accounting,Speciality Products,Female,Caucasian,56,12/25/19,"$54,829 ",0%,United States,Phoenix,
E02730,Axel Soto,Quality Engineer,Engineering,Corporate,Male,Latino,46,4/22/05,"$96,639 ",0%,Brazil,Rio de Janerio,
E04517,Amelia Choi,Manager,Marketing,Speciality Products,Female,Asian,43,6/11/06,"$117,278 ",9%,United States,Miami,
E00965,Jacob Khan,Computer Systems Manager,IT,Speciality Products,Male,Asian,53,2/9/08,"$84,193 ",9%,China,Shanghai,
E04639,Luna Taylor,Network Administrator,IT,Manufacturing,Female,Caucasian,47,7/28/18,"$87,806 ",0%,United States,Seattle,
E00465,Dominic Parker,Test Engineer,Engineering,Research & Development,Male,Caucasian,62,10/4/11,"$63,959 ",0%,United States,Seattle,
E03058,Angel Xiong,Vice President,IT,Research & Development,Male,Asian,35,6/11/15,"$234,723 ",36%,China,Shanghai,
E02337,Emma Cao,Analyst,Accounting,Corporate,Female,Asian,27,8/24/19,"$50,809 ",0%,China,Chongqing,
E04927,Ezekiel Bryant,Sr. Analyst,Finance,Manufacturing,Male,Caucasian,55,7/19/02,"$77,396 ",0%,United States,Miami,
E03799,Natalie Hwang,Sr. Analyst,Finance,Speciality Products,Female,Asian,63,12/31/99,"$89,523 ",0%,United States,Phoenix,
E04538,Adeline Yang,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,53,7/20/11,"$86,173 ",0%,China,Chongqing,
E02633,Allison Roberts,Vice President,Sales,Manufacturing,Female,Black,54,8/19/00,"$222,224 ",38%,United States,Columbus,
E02965,Andrew Do,Sr. Manger,Finance,Research & Development,Male,Asian,43,4/17/21,"$146,140 ",15%,United States,Seattle,
E04345,Eliana Grant,Engineering Manager,Engineering,Speciality Products,Female,Caucasian,64,6/20/94,"$109,456 ",10%,United States,Chicago,
E02895,Mila Soto,Director,Finance,Research & Development,Female,Latino,65,10/7/08,"$170,221 ",15%,Brazil,Manaus,
E01132,Gabriella Johnson,Computer Systems Manager,IT,Research & Development,Female,Caucasian,42,3/1/06,"$97,433 ",5%,United States,Seattle,8/8/15
E00758,Jonathan Khan,Account Representative,Sales,Manufacturing,Male,Asian,35,8/30/13,"$59,646 ",0%,China,Shanghai,
E03750,Elias Dang,Director,Engineering,Speciality Products,Male,Asian,64,8/29/95,"$158,787 ",18%,China,Chengdu,
E00144,Theodore Ngo,Controls Engineer,Engineering,Research & Development,Male,Asian,55,4/29/18,"$83,378 ",0%,China,Beijing,
E02943,Bella Lopez,Sr. Analyst,Marketing,Corporate,Female,Latino,32,11/12/13,"$88,895 ",0%,United States,Chicago,
E03901,Luca Truong,Director,Marketing,Corporate,Male,Asian,45,12/11/04,"$168,846 ",24%,China,Chongqing,
E03461,Nathan Lau,Business Partner,Human Resources,Research & Development,Male,Asian,35,2/22/11,"$43,336 ",0%,United States,Austin,7/12/20
E03490,Henry Campos,Sr. Manger,Human Resources,Corporate,Male,Latino,38,9/27/09,"$127,801 ",15%,United States,Phoenix,
E04466,Connor Bell,Network Administrator,IT,Corporate,Male,Black,54,4/1/00,"$76,352 ",0%,United States,Austin,
E03226,Angel Stewart,Vice President,Finance,Corporate,Male,Caucasian,28,6/22/19,"$250,767 ",38%,United States,Seattle,
E04607,Landon Brown,Vice President,Marketing,Corporate,Male,Caucasian,26,9/27/20,"$223,055 ",30%,United States,Columbus,
E02678,Nicholas Rivera,Director,Engineering,Corporate,Male,Latino,45,4/13/07,"$189,680 ",23%,Brazil,Sao Paulo,
E02190,Gabriel Carter,Test Engineer,Engineering,Manufacturing,Male,Caucasian,57,7/18/18,"$71,167 ",0%,United States,Columbus,
E00747,Leilani Baker,Technical Architect,IT,Speciality Products,Female,Caucasian,59,4/4/10,"$76,027 ",0%,United States,Seattle,
E00268,Ian Flores,Director,Engineering,Corporate,Male,Latino,48,12/10/19,"$183,113 ",24%,Brazil,Rio de Janerio,
E01416,Hudson Thompson,Analyst II,Accounting,Manufacturing,Male,Black,30,10/20/20,"$67,753 ",0%,United States,Phoenix,
E01524,Ian Miller,Computer Systems Manager,IT,Corporate,Male,Black,31,10/13/16,"$63,744 ",8%,United States,Austin,
E03849,Harper Chin,Quality Engineer,Engineering,Manufacturing,Female,Asian,50,7/9/02,"$92,209 ",0%,China,Shanghai,
E02801,Santiago f Brooks,Sr. Manger,Sales,Corporate,Male,Black,51,9/1/00,"$157,487 ",12%,United States,Phoenix,
E04155,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,4/7/15,"$99,697 ",0%,Brazil,Rio de Janerio,
E01952,Everett Lee,Network Administrator,IT,Research & Development,Male,Asian,45,2/26/10,"$90,770 ",0%,United States,Columbus,
E00116,Madelyn Mehta,Analyst,Sales,Speciality Products,Female,Asian,64,1/28/05,"$55,369 ",0%,United States,Phoenix,
E04811,Athena Vasquez,Field Engineer,Engineering,Speciality Products,Female,Latino,59,9/16/14,"$69,578 ",0%,Brazil,Rio de Janerio,
E00624,William Watson,Director,Accounting,Speciality Products,Male,Caucasian,41,6/4/13,"$167,526 ",26%,United States,Miami,
E03404,Everleigh Nunez,Field Engineer,Engineering,Speciality Products,Female,Latino,42,2/5/21,"$65,507 ",0%,Brazil,Manaus,
E01845,Leo Fernandez,Manager,Finance,Research & Development,Male,Latino,54,4/28/98,"$108,268 ",9%,Brazil,Sao Paulo,5/15/04
E04784,Joshua Lin,Technical Architect,IT,Research & Development,Male,Asian,37,2/5/16,"$80,055 ",0%,China,Beijing,
E00145,Alexander Rivera,Sr. Analyst,Sales,Research & Development,Male,Latino,58,4/27/09,"$76,802 ",0%,Brazil,Manaus,
E00218,David Desai,Vice President,Sales,Speciality Products,Male,Asian,47,11/22/16,"$253,249 ",31%,United States,Austin,
E02185,Aubrey Yoon,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,60,11/11/05,"$78,388 ",0%,China,Chongqing,
E01070,Grayson Brown,Vice President,IT,Corporate,Male,Caucasian,38,6/22/16,"$249,870 ",34%,United States,Chicago,
E03807,Noah Chen,Sr. Manger,Marketing,Manufacturing,Male,Asian,63,3/1/15,"$148,321 ",15%,China,Beijing,
E00784,Ella Nguyen,Service Desk Analyst,IT,Corporate,Female,Asian,60,2/10/04,"$90,258 ",0%,China,Chongqing,
E04925,Athena Jordan,System Administrator,IT,Manufacturing,Female,Black,42,2/19/11,"$72,486 ",0%,United States,Seattle,
E04448,Adrian Ruiz,Sr. Analyst,Finance,Corporate,Male,Latino,34,9/4/14,"$95,499 ",0%,Brazil,Sao Paulo,8/11/17
E04817,Zoe Sanchez,Sr. Analyst,Accounting,Research & Development,Female,Latino,53,12/23/04,"$90,212 ",0%,Brazil,Sao Paulo,
E00325,Jameson Chen,Vice President,Marketing,Research & Development,Male,Asian,39,12/5/19,"$254,057 ",39%,China,Shanghai,
E00403,Liliana Soto,Business Partner,Human Resources,Manufacturing,Female,Latino,58,10/12/10,"$43,001 ",0%,United States,Austin,
E00436,Lincoln Reyes,Computer Systems Manager,IT,Manufacturing,Male,Latino,60,8/3/98,"$85,120 ",9%,United States,Seattle,
E04358,Grayson Soto,Business Partner,Human Resources,Manufacturing,Male,Latino,34,8/3/15,"$52,200 ",0%,United States,Columbus,
E04662,Julia Morris,Sr. Manger,Human Resources,Corporate,Female,Caucasian,60,10/18/08,"$150,855 ",11%,United States,Phoenix,
E01496,Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,Latino,53,7/20/04,"$65,702 ",0%,United States,Columbus,
E01870,Carson Chau,Director,Finance,Corporate,Male,Asian,58,10/12/07,"$162,038 ",24%,China,Chongqing,
E03971,Lillian Chen,Sr. Manger,Marketing,Research & Development,Female,Asian,25,4/9/20,"$157,057 ",10%,United States,Columbus,
E03616,Josiah Lewis,Manager,IT,Research & Development,Male,Caucasian,46,8/11/21,"$127,559 ",10%,United States,Austin,
E00153,Claire Jones,Field Engineer,Engineering,Corporate,Female,Caucasian,39,3/12/19,"$62,644 ",0%,United States,Seattle,
E02313,Jeremiah Lu,Network Architect,IT,Manufacturing,Male,Asian,50,3/6/01,"$73,907 ",0%,China,Shanghai,
E02960,Nova Hill,Sr. Analyst,Accounting,Manufacturing,Female,Caucasian,56,3/10/18,"$90,040 ",0%,United States,Chicago,
E00096,Peyton Cruz,Development Engineer,Engineering,Manufacturing,Female,Latino,30,5/26/16,"$91,134 ",0%,Brazil,Sao Paulo,
E02140,Naomi Zhao,Vice President,Human Resources,Speciality Products,Female,Asian,45,9/22/21,"$201,396 ",32%,United States,Miami,
E00826,Rylee Bui,Analyst,Accounting,Corporate,Female,Asian,55,12/22/11,"$54,733 ",0%,China,Chongqing,
E03881,Andrew Reed,System Administrator,IT,Corporate,Male,Black,28,6/17/19,"$65,341 ",0%,United States,Miami,4/11/22
E02604,Brooklyn Collins,Sr. Manger,Finance,Corporate,Female,Black,59,10/27/18,"$139,208 ",11%,United States,Austin,
E02613,John Jung,Sr. Analyst,Sales,Speciality Products,Male,Asian,63,3/12/18,"$73,200 ",0%,China,Shanghai,
E00864,Samantha Aguilar,Manager,Accounting,Speciality Products,Female,Latino,46,4/24/10,"$102,636 ",6%,United States,Seattle,
E01760,Madeline Acosta,Sr. Account Representative,Sales,Speciality Products,Female,Latino,26,2/9/21,"$87,427 ",0%,Brazil,Sao Paulo,
E03223,Ethan Joseph,IT Coordinator,IT,Research & Development,Male,Caucasian,45,5/28/18,"$49,219 ",0%,United States,Columbus,
E01262,Miles Mehta,Manager,Finance,Manufacturing,Male,Asian,50,5/19/18,"$106,437 ",7%,China,Chongqing,
E01075,Joshua Juarez,Analyst II,Finance,Manufacturing,Male,Latino,46,5/5/15,"$64,364 ",0%,Brazil,Sao Paulo,
E00364,Matthew Howard,Director,Human Resources,Manufacturing,Male,Caucasian,50,10/17/21,"$172,180 ",30%,United States,Columbus,
E04108,Jade Figueroa,Sr. Analyst,Sales,Manufacturing,Female,Latino,33,5/14/12,"$88,343 ",0%,Brazil,Rio de Janerio,
E02917,Everett Morales,Solutions Architect,IT,Speciality Products,Male,Latino,57,7/10/14,"$66,649 ",0%,Brazil,Rio de Janerio,
E03720,Genesis Hunter,Manager,Finance,Corporate,Female,Caucasian,48,4/22/99,"$102,847 ",5%,United States,Chicago,
E03393,Henry Figueroa,Sr. Manger,Finance,Manufacturing,Male,Latino,46,7/19/10,"$134,881 ",15%,Brazil,Manaus,
E02977,Nicholas Song,Analyst II,Marketing,Manufacturing,Male,Asian,52,5/23/99,"$68,807 ",0%,China,Chengdu,11/30/15
E03371,Jack Alexander,Vice President,IT,Manufacturing,Male,Caucasian,56,5/29/06,"$228,822 ",36%,United States,Miami,
E02531,Jameson Foster,Analyst,Marketing,Manufacturing,Male,Caucasian,28,7/18/21,"$43,391 ",0%,United States,Columbus,
E02473,Leonardo Lo,Quality Engineer,Engineering,Speciality Products,Male,Asian,29,11/15/21,"$91,782 ",0%,China,Chongqing,
E02468,Ella Huang,Vice President,Marketing,Corporate,Female,Asian,45,2/28/16,"$211,637 ",31%,United States,Chicago,
E01499,Liam Jordan,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,28,8/8/20,"$73,255 ",9%,United States,Phoenix,
E03697,Isaac Woods,Manager,Sales,Corporate,Male,Caucasian,28,1/8/21,"$108,826 ",10%,United States,Miami,
E00593,Luke Wilson,Solutions Architect,IT,Speciality Products,Male,Caucasian,34,5/24/16,"$94,352 ",0%,United States,Miami,
E01103,Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,Latino,55,8/30/94,"$73,955 ",0%,United States,Phoenix,
E03889,Caleb Flores,Manager,Human Resources,Manufacturing,Male,Latino,34,8/13/13,"$113,909 ",6%,Brazil,Rio de Janerio,
E01958,Angel Lin,Network Administrator,IT,Manufacturing,Male,Asian,27,12/24/20,"$92,321 ",0%,United States,Chicago,
E01870,Easton Moore,Computer Systems Manager,IT,Research & Development,Male,Caucasian,52,5/23/13,"$99,557 ",9%,United States,Seattle,
E01167,Kinsley Collins,Automation Engineer,Engineering,Speciality Products,Female,Caucasian,28,11/14/18,"$115,854 ",0%,United States,Phoenix,
E00099,Brooklyn Salazar,IT Systems Architect,IT,Manufacturing,Female,Latino,44,3/1/11,"$82,462 ",0%,United States,Austin,
E00044,Scarlett Jenkins,Vice President,IT,Research & Development,Female,Caucasian,53,11/9/11,"$198,473 ",32%,United States,Miami,
E00711,Melody Chin,Sr. Manger,Finance,Corporate,Female,Asian,43,10/15/06,"$153,492 ",11%,United States,Chicago,
E04795,Eloise Alexander,Vice President,Human Resources,Corporate,Female,Black,28,1/21/18,"$208,210 ",30%,United States,Seattle,
E03912,Carter Turner,Sr. Analyst,Marketing,Corporate,Male,Caucasian,33,11/17/15,"$91,632 ",0%,United States,Phoenix,
E02103,Andrew Ma,HRIS Analyst,Human Resources,Corporate,Male,Asian,31,9/24/17,"$71,755 ",0%,China,Chongqing,
E04213,Hailey Xi,Manager,Accounting,Corporate,Female,Asian,52,11/19/21,"$111,006 ",8%,China,Chongqing,
E04756,Aiden Le,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,55,12/24/94,"$99,774 ",0%,United States,Austin,
E04114,Christopher Lim,Director,IT,Research & Development,Male,Asian,55,3/13/07,"$184,648 ",24%,China,Shanghai,
E01423,James Castillo,Vice President,IT,Manufacturing,Male,Latino,51,7/19/01,"$247,874 ",33%,Brazil,Manaus,
E03181,Greyson Dang,Development Engineer,Engineering,Manufacturing,Male,Asian,60,5/11/09,"$62,239 ",0%,China,Beijing,
E03305,Hannah King,Manager,Accounting,Speciality Products,Female,Caucasian,31,10/7/14,"$114,911 ",7%,United States,Chicago,
E00703,Wesley Dominguez,Engineering Manager,Engineering,Corporate,Male,Latino,45,4/27/18,"$115,490 ",12%,United States,Chicago,
E04403,Dominic Hu,Manager,Accounting,Speciality Products,Male,Asian,34,2/13/12,"$118,708 ",7%,China,Shanghai,
E00103,Nora Park,Director,Accounting,Speciality Products,Female,Asian,29,6/28/17,"$197,649 ",20%,United States,Columbus,
E04487,Audrey Hwang,Sr. Analyst,Accounting,Speciality Products,Female,Asian,45,6/17/20,"$89,841 ",0%,China,Beijing,
E01194,Ella Jenkins,Analyst II,Finance,Speciality Products,Female,Caucasian,52,12/20/19,"$61,026 ",0%,United States,Phoenix,
E02179,Peyton Owens,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,48,9/25/14,"$96,693 ",0%,United States,Chicago,
E04242,Alice Lopez,Test Engineer,Engineering,Speciality Products,Female,Latino,48,6/27/09,"$82,907 ",0%,United States,Seattle,
E01371,Dominic Le,Vice President,Marketing,Corporate,Male,Asian,41,10/4/14,"$257,194 ",35%,China,Chongqing,
E03065,Ezra Ortiz,Quality Engineer,Engineering,Research & Development,Male,Latino,41,1/21/12,"$94,658 ",0%,United States,Miami,
E01377,Grayson Luu,Quality Engineer,Engineering,Research & Development,Male,Asian,55,4/30/11,"$89,419 ",0%,China,Shanghai,
E03097,Brooks Stewart,HRIS Analyst,Human Resources,Manufacturing,Male,Black,45,12/19/15,"$51,983 ",0%,United States,Columbus,
E01668,Naomi Xi,Director,Finance,Corporate,Female,Asian,53,2/17/02,"$179,494 ",20%,China,Chongqing,
E03354,Silas Estrada,IT Systems Architect,IT,Corporate,Male,Latino,49,6/24/16,"$68,426 ",0%,Brazil,Rio de Janerio,
E02088,Skylar Ayala,Sr. Manger,Finance,Corporate,Female,Latino,55,2/6/17,"$144,986 ",12%,United States,Phoenix,
E03980,Lydia Huynh,Account Representative,Sales,Speciality Products,Female,Asian,45,8/16/00,"$60,113 ",0%,United States,Chicago,
E00972,Hazel Cortez,HRIS Analyst,Human Resources,Research & Development,Female,Latino,52,4/18/21,"$50,548 ",0%,Brazil,Sao Paulo,
E00824,Everleigh Adams,Analyst II,Marketing,Manufacturing,Female,Caucasian,33,3/14/20,"$68,846 ",0%,United States,Chicago,
E04359,Layla Salazar,Solutions Architect,IT,Corporate,Female,Latino,59,3/19/14,"$90,901 ",0%,United States,Seattle,
E03113,Willow Chen,Manager,Accounting,Corporate,Female,Asian,50,9/3/12,"$102,033 ",8%,United States,Austin,
E01488,Penelope Griffin,Director,Sales,Manufacturing,Female,Caucasian,61,1/23/21,"$151,783 ",26%,United States,Seattle,
E01787,Lillian Romero,Director,Engineering,Corporate,Female,Latino,27,12/7/18,"$170,164 ",17%,United States,Austin,
E03550,Stella Wu,Sr. Manger,Marketing,Speciality Products,Female,Asian,35,2/20/14,"$155,905 ",14%,United States,Phoenix,
E01052,Parker Vang,Analyst,Sales,Corporate,Male,Asian,40,12/17/16,"$50,733 ",0%,United States,Miami,
E04799,Mila Roberts,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,30,1/26/17,"$88,663 ",0%,United States,Phoenix,
E03402,Isaac Liu,Field Engineer,Engineering,Manufacturing,Male,Asian,60,10/13/92,"$88,213 ",0%,China,Chongqing,
E04128,Jacob Doan,Analyst II,Sales,Speciality Products,Male,Asian,55,8/2/21,"$67,130 ",0%,United States,Miami,
E00013,Raelynn Ma,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,10/8/15,"$94,876 ",0%,United States,Miami,
E03114,Jameson Juarez,Development Engineer,Engineering,Speciality Products,Male,Latino,62,10/9/94,"$98,230 ",0%,United States,Miami,
E04004,Everleigh Shah,Test Engineer,Engineering,Research & Development,Female,Asian,36,12/14/18,"$96,757 ",0%,United States,Columbus,
E04472,Alexander Foster,Analyst II,Marketing,Manufacturing,Male,Black,35,7/3/20,"$51,513 ",0%,United States,Columbus,
E00161,Ryan Ha,Vice President,Marketing,Corporate,Male,Asian,60,1/27/07,"$234,311 ",37%,United States,Miami,
E04417,Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,Female,Latino,45,5/22/11,"$152,353 ",14%,United States,Seattle,
E04536,Layla Scott,Sr. Manger,Accounting,Speciality Products,Female,Caucasian,48,7/30/10,"$124,774 ",12%,United States,Phoenix,
E02534,Leah Khan,Director,Marketing,Corporate,Female,Asian,36,9/13/10,"$157,070 ",28%,China,Chongqing,
E02857,Mason Jimenez,Sr. Manger,Finance,Speciality Products,Male,Latino,44,8/8/19,"$130,133 ",15%,United States,Austin,5/18/22
E03059,Hailey Dang,Manager,Marketing,Manufacturing,Female,Asian,64,9/21/19,"$108,780 ",6%,China,Shanghai,
E02477,Amelia Bui,Director,Engineering,Speciality Products,Female,Asian,46,10/21/20,"$151,853 ",16%,China,Chengdu,
E00022,Elena Her,Account Representative,Sales,Manufacturing,Female,Asian,62,9/17/06,"$64,669 ",0%,China,Chongqing,
E03370,Ian Cortez,Analyst II,Marketing,Research & Development,Male,Latino,61,4/30/08,"$69,352 ",0%,Brazil,Rio de Janerio,
E00555,Christian Ali,Analyst II,Marketing,Research & Development,Male,Asian,65,10/17/01,"$74,631 ",0%,China,Chongqing,
E03160,Carter Ortiz,Quality Engineer,Engineering,Speciality Products,Male,Latino,54,4/29/12,"$96,441 ",0%,Brazil,Sao Paulo,
E03919,Grayson Chan,Engineering Manager,Engineering,Speciality Products,Male,Asian,46,10/20/11,"$114,250 ",14%,China,Chengdu,
E01724,Nolan Molina,Computer Systems Manager,IT,Corporate,Male,Latino,36,12/27/20,"$70,165 ",7%,Brazil,Manaus,
E04087,Adam Kaur,Manager,IT,Corporate,Male,Asian,60,1/29/00,"$109,059 ",7%,China,Chengdu,
E02856,Amelia Kaur,Operations Engineer,Engineering,Research & Development,Female,Asian,30,11/14/15,"$77,442 ",0%,United States,Columbus,
E03805,Autumn Gonzales,Analyst II,Sales,Corporate,Female,Latino,34,6/6/12,"$72,126 ",0%,Brazil,Manaus,
E00319,Ezra Wilson,Service Desk Analyst,IT,Manufacturing,Male,Caucasian,55,10/18/13,"$70,334 ",0%,United States,Miami,
E01090,Jacob Cheng,Quality Engineer,Engineering,Research & Development,Male,Asian,59,12/23/09,"$78,006 ",0%,United States,Miami,
E04323,Melody Valdez,Director,IT,Manufacturing,Female,Latino,28,1/25/21,"$160,385 ",23%,United States,Miami,5/18/21
E02687,Caroline Nelson,Vice President,Finance,Corporate,Female,Caucasian,36,1/11/14,"$202,323 ",39%,United States,Chicago,
E01407,Ellie Guerrero,Sr. Manger,Human Resources,Corporate,Female,Latino,29,7/13/20,"$141,555 ",11%,Brazil,Manaus,
E02748,Genesis Zhu,Director,Finance,Speciality Products,Female,Asian,34,7/20/20,"$184,960 ",18%,United States,Seattle,
E01995,Jonathan Ho,Vice President,IT,Manufacturing,Male,Asian,37,6/25/11,"$221,592 ",31%,United States,Columbus,
E01714,Savannah Park,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,44,1/28/09,"$53,301 ",0%,United States,Seattle,
E04491,Nathan Chan,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,45,3/2/00,"$91,276 ",0%,United States,Seattle,
E01076,Sofia Vu,Sr. Manger,Human Resources,Research & Development,Female,Asian,52,9/5/17,"$140,042 ",13%,United States,Austin,
E04131,Ruby Choi,Analyst,Accounting,Manufacturing,Female,Asian,40,12/6/18,"$57,225 ",0%,United States,Columbus,
E02843,Lily Pena,Manager,Human Resources,Speciality Products,Female,Latino,55,2/24/10,"$102,839 ",5%,United States,Miami,
E03758,Liam Zhang,Director,Marketing,Research & Development,Male,Asian,29,9/15/21,"$199,783 ",21%,United States,Chicago,4/10/22
E02063,Ian Gutierrez,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,32,4/9/21,"$70,980 ",0%,Brazil,Rio de Janerio,
E00638,David Simmons,Manager,Marketing,Corporate,Male,Caucasian,51,1/26/97,"$104,431 ",7%,United States,Phoenix,
E03571,Lincoln Henderson,Business Partner,Human Resources,Speciality Products,Male,Caucasian,28,6/27/21,"$48,510 ",0%,United States,Chicago,
E01820,Nathan Miller,Quality Engineer,Engineering,Speciality Products,Male,Black,27,5/28/19,"$70,110 ",0%,United States,Miami,1/7/21
E01712,James Singh,Director,Marketing,Corporate,Male,Asian,45,3/12/08,"$186,138 ",28%,China,Chongqing,
E00184,Kayden Ortega,Analyst,Accounting,Manufacturing,Male,Latino,58,4/19/10,"$56,350 ",0%,Brazil,Rio de Janerio,
E02706,Lucy Figueroa,Sr. Manger,Finance,Research & Development,Female,Latino,45,1/10/16,"$149,761 ",12%,United States,Columbus,
E02899,Joshua Cortez,Sr. Manger,Finance,Corporate,Male,Latino,44,8/11/07,"$126,277 ",13%,Brazil,Manaus,
E02478,Alexander Morris,Manager,Sales,Speciality Products,Male,Caucasian,33,6/21/13,"$119,631 ",6%,United States,Phoenix,
E04170,Grayson Chin,Vice President,IT,Research & Development,Male,Asian,26,5/9/20,"$256,561 ",39%,United States,Austin,
E00929,Allison Espinoza,Solutions Architect,IT,Speciality Products,Female,Latino,45,4/16/20,"$66,958 ",0%,United States,Miami,
E00530,Naomi Chu,Sr. Manger,Sales,Manufacturing,Female,Asian,46,2/29/04,"$158,897 ",10%,China,Chongqing,
E03824,Jameson Martin,Technical Architect,IT,Corporate,Male,Caucasian,37,2/15/08,"$71,695 ",0%,United States,Phoenix,
E02492,Sebastian Gupta,Sr. Analyst,Marketing,Corporate,Male,Asian,40,9/22/14,"$73,779 ",0%,China,Chongqing,5/9/19
E01733,Eloise Pham,Manager,Sales,Speciality Products,Female,Asian,45,10/20/11,"$123,640 ",7%,China,Shanghai,
E02857,Valentina Davis,Analyst,Sales,Speciality Products,Female,Caucasian,33,4/13/14,"$46,878 ",0%,United States,Miami,
E04938,Brooklyn Daniels,Analyst,Marketing,Speciality Products,Female,Caucasian,64,2/10/03,"$57,032 ",0%,United States,Miami,
E04952,Paisley Gomez,Sr. Analyst,Sales,Manufacturing,Female,Latino,57,10/2/07,"$98,150 ",0%,Brazil,Rio de Janerio,
E02420,Madison Li,Director,Marketing,Manufacturing,Female,Asian,35,3/6/17,"$171,426 ",15%,China,Beijing,9/22/17
E01639,Everleigh Simmons,Analyst,Finance,Manufacturing,Female,Caucasian,55,4/16/21,"$48,266 ",0%,United States,Chicago,
E03947,Logan Soto,Vice President,Finance,Research & Development,Male,Latino,36,8/18/18,"$223,404 ",32%,United States,Columbus,
E04535,Charlotte Vo,System Administrator,IT,Speciality Products,Female,Asian,57,1/10/14,"$74,854 ",0%,United States,Seattle,
E00380,Alice Thompson,Vice President,Accounting,Speciality Products,Female,Caucasian,48,4/25/07,"$217,783 ",36%,United States,Seattle,
E01432,Peyton Garza,Systems Analyst,IT,Manufacturing,Female,Latino,53,8/15/04,"$44,735 ",0%,Brazil,Manaus,
E02628,Nora Nelson,Analyst II,Finance,Manufacturing,Female,Caucasian,41,1/9/07,"$50,685 ",0%,United States,Columbus,
E03578,Maverick Li,Analyst II,Sales,Research & Development,Male,Asian,34,3/10/18,"$58,993 ",0%,United States,Austin,
E03563,Ian Barnes,Operations Engineer,Engineering,Corporate,Male,Caucasian,47,6/8/20,"$115,765 ",0%,United States,Miami,2/2/21
E02781,Athena Vu,Director,Accounting,Manufacturing,Female,Asian,63,3/6/07,"$193,044 ",15%,United States,Miami,
E04739,Ruby Washington,Analyst,Marketing,Research & Development,Female,Black,65,6/17/11,"$56,686 ",0%,United States,Seattle,6/9/15
E02665,Bella Butler,Sr. Manger,Finance,Manufacturing,Female,Black,33,10/25/19,"$131,652 ",11%,United States,Seattle,
E04132,Kinsley Henry,Director,Marketing,Manufacturing,Female,Black,45,2/29/08,"$150,577 ",25%,United States,Miami,
E00276,Kennedy Romero,Engineering Manager,Engineering,Research & Development,Female,Latino,37,12/27/18,"$87,359 ",11%,Brazil,Rio de Janerio,
